term,tf,df,doc_frac,idf,jargon_score
endoscopy,22,21,0.0021,7.1193979136182,22.32283097904792
physiological,21,21,0.0021,7.1193979136182,22.00636119334448
traced,21,19,0.0019,7.214708093422525,22.30096900535686
thicker,21,20,0.002,7.1659179292530935,22.150156536602825
exogenous,21,19,0.0019,7.214708093422525,22.30096900535686
blunt,21,18,0.0018,7.266001387810076,22.459518755881387
indentation,21,19,0.0019,7.214708093422525,22.30096900535686
incision,21,16,0.0016,7.3772270229203,22.80332191590883
indwelling,21,20,0.002,7.1659179292530935,22.150156536602825
unseen,21,20,0.002,7.1659179292530935,22.150156536602825
reflects,21,20,0.002,7.1659179292530935,22.150156536602825
stromal,21,20,0.002,7.1659179292530935,22.150156536602825
depth,21,20,0.002,7.1659179292530935,22.150156536602825
vascularized,21,19,0.0019,7.214708093422525,22.30096900535686
atlantoaxial,21,15,0.0015,7.437851644736734,22.990715195662222
myeloma,21,17,0.0017,7.3200686090803515,22.626642832162926
irritation,21,21,0.0021,7.1193979136182,22.00636119334448
maintenance,21,21,0.0021,7.1193979136182,22.00636119334448
upon,21,21,0.0021,7.1193979136182,22.00636119334448
exfoliated,21,21,0.0021,7.1193979136182,22.00636119334448
leiomyosarcoma,21,21,0.0021,7.1193979136182,22.00636119334448
exuberant,21,18,0.0018,7.266001387810076,22.459518755881387
polyarthropathy,21,17,0.0017,7.3200686090803515,22.626642832162926
lining,21,15,0.0015,7.437851644736734,22.990715195662222
restricted,21,21,0.0021,7.1193979136182,22.00636119334448
simple,21,20,0.002,7.1659179292530935,22.150156536602825
metaphyses,21,14,0.0014,7.502390165874306,23.19020650437542
entering,21,20,0.002,7.1659179292530935,22.150156536602825
intra,21,18,0.0018,7.266001387810076,22.459518755881387
abate,21,21,0.0021,7.1193979136182,22.00636119334448
abductor,21,18,0.0018,7.266001387810076,22.459518755881387
straight,21,21,0.0021,7.1193979136182,22.00636119334448
vomer,21,21,0.0021,7.1193979136182,22.00636119334448
pass,21,21,0.0021,7.1193979136182,22.00636119334448
proximity,21,21,0.0021,7.1193979136182,22.00636119334448
osteoproliferative,21,17,0.0017,7.3200686090803515,22.626642832162926
ventromedial,21,18,0.0018,7.266001387810076,22.459518755881387
finger,21,21,0.0021,7.1193979136182,22.00636119334448
cranioproximal,21,18,0.0018,7.266001387810076,22.459518755881387
melanoma,21,18,0.0018,7.266001387810076,22.459518755881387
immune,21,19,0.0019,7.214708093422525,22.30096900535686
indicates,21,21,0.0021,7.1193979136182,22.00636119334448
magnetic,21,20,0.002,7.1659179292530935,22.150156536602825
artefactual,21,21,0.0021,7.1193979136182,22.00636119334448
non-aggressive,21,20,0.002,7.1659179292530935,22.150156536602825
adipose,21,19,0.0019,7.214708093422525,22.30096900535686
olfactory,21,17,0.0017,7.3200686090803515,22.626642832162926
hook,21,8,0.0008,8.013215789640297,24.76919019369934
antral,21,18,0.0018,7.266001387810076,22.459518755881387
track,21,21,0.0021,7.1193979136182,22.00636119334448
invading,21,18,0.0018,7.266001387810076,22.459518755881387
demarcated,21,20,0.002,7.1659179292530935,22.150156536602825
perineum,21,16,0.0016,7.3772270229203,22.80332191590883
details,21,21,0.0021,7.1193979136182,22.00636119334448
infraspinatus,21,10,0.001,7.812545094178145,24.14890855488089
cluster,21,19,0.0019,7.214708093422525,22.30096900535686
gastropathy,21,19,0.0019,7.214708093422525,22.30096900535686
exudate,21,21,0.0021,7.1193979136182,22.00636119334448
minutes,21,14,0.0014,7.502390165874306,23.19020650437542
protein-losing,20,18,0.0018,7.266001387810076,22.121504257717305
sterile,20,19,0.0019,7.214708093422525,21.965340672049656
hematochezia,20,20,0.002,7.1659179292530935,21.81679792249561
dog,20,17,0.0017,7.3200686090803515,22.28611312602002
femorotibial,20,18,0.0018,7.266001387810076,22.121504257717305
mycoplasma,20,20,0.002,7.1659179292530935,21.81679792249561
originate,20,17,0.0017,7.3200686090803515,22.28611312602002
lymphatic,20,18,0.0018,7.266001387810076,22.121504257717305
tinged,20,20,0.002,7.1659179292530935,21.81679792249561
fascia,20,18,0.0018,7.266001387810076,22.121504257717305
exacerbation,20,19,0.0019,7.214708093422525,21.965340672049656
back,20,19,0.0019,7.214708093422525,21.965340672049656
intramural,20,18,0.0018,7.266001387810076,22.121504257717305
ring,20,16,0.0016,7.3772270229203,22.460133199460422
leveling,20,17,0.0017,7.3200686090803515,22.28611312602002
hyperostosis,20,17,0.0017,7.3200686090803515,22.28611312602002
globe,20,14,0.0014,7.502390165874306,22.84119519655988
ventral-dorsal,20,19,0.0019,7.214708093422525,21.965340672049656
rectal,20,14,0.0014,7.502390165874306,22.84119519655988
exposure,20,19,0.0019,7.214708093422525,21.965340672049656
uroliths,20,20,0.002,7.1659179292530935,21.81679792249561
leg,20,15,0.0015,7.437851644736734,22.644706220859053
terminal,20,17,0.0017,7.3200686090803515,22.28611312602002
initially,20,20,0.002,7.1659179292530935,21.81679792249561
enters,20,19,0.0019,7.214708093422525,21.965340672049656
laxity,20,19,0.0019,7.214708093422525,21.965340672049656
bates,20,20,0.002,7.1659179292530935,21.81679792249561
recess,20,13,0.0013,7.571383037361257,23.05124554184487
neoplasms,20,20,0.002,7.1659179292530935,21.81679792249561
radiating,20,17,0.0017,7.3200686090803515,22.28611312602002
enough,20,18,0.0018,7.266001387810076,22.121504257717305
densities,20,15,0.0015,7.437851644736734,22.644706220859053
movement,20,20,0.002,7.1659179292530935,21.81679792249561
december,20,18,0.0018,7.266001387810076,22.121504257717305
intussusception,20,17,0.0017,7.3200686090803515,22.28611312602002
sulci,20,19,0.0019,7.214708093422525,21.965340672049656
lead,20,15,0.0015,7.437851644736734,22.644706220859053
surfaces,20,19,0.0019,7.214708093422525,21.965340672049656
xiphoid,20,14,0.0014,7.502390165874306,22.84119519655988
oriented,20,18,0.0018,7.266001387810076,22.121504257717305
gives,20,20,0.002,7.1659179292530935,21.81679792249561
already,20,20,0.002,7.1659179292530935,21.81679792249561
transited,20,20,0.002,7.1659179292530935,21.81679792249561
cutis,20,18,0.0018,7.266001387810076,22.121504257717305
gas-dilated,20,16,0.0016,7.3772270229203,22.460133199460422
tenosynovitis,20,17,0.0017,7.3200686090803515,22.28611312602002
choanae,20,17,0.0017,7.3200686090803515,22.28611312602002
remodeled,20,18,0.0018,7.266001387810076,22.121504257717305
paired,20,20,0.002,7.1659179292530935,21.81679792249561
toxin,20,20,0.002,7.1659179292530935,21.81679792249561
osteopenia,20,20,0.002,7.1659179292530935,21.81679792249561
hyperechogenicities,20,15,0.0015,7.437851644736734,22.644706220859053
patellas,20,14,0.0014,7.502390165874306,22.84119519655988
optic,20,8,0.0008,8.013215789640297,24.3964152698795
pharmacologic,20,20,0.002,7.1659179292530935,21.81679792249561
externa,20,17,0.0017,7.3200686090803515,22.28611312602002
panosteitis,20,19,0.0019,7.214708093422525,21.965340672049656
paravertebral,20,18,0.0018,7.266001387810076,22.121504257717305
fold,20,19,0.0019,7.214708093422525,21.965340672049656
improve,20,20,0.002,7.1659179292530935,21.81679792249561
cystadenomas,19,19,0.0019,7.214708093422525,21.613333879737038
breathing,19,19,0.0019,7.214708093422525,21.613333879737038
nuclei,19,17,0.0017,7.3200686090803515,21.92896577685148
extensor,19,15,0.0015,7.437851644736734,22.281812218044468
remnant,19,18,0.0018,7.266001387810076,21.76699485715073
radiomarked,19,18,0.0018,7.266001387810076,21.76699485715073
flowing,19,19,0.0019,7.214708093422525,21.613333879737038
noncontrast,19,16,0.0016,7.3772270229203,22.10019708189697
irritant,19,19,0.0019,7.214708093422525,21.613333879737038
tapered,19,19,0.0019,7.214708093422525,21.613333879737038
use,19,19,0.0019,7.214708093422525,21.613333879737038
divisional,19,16,0.0016,7.3772270229203,22.10019708189697
stylet,19,19,0.0019,7.214708093422525,21.613333879737038
colli,19,17,0.0017,7.3200686090803515,21.92896577685148
stores,19,19,0.0019,7.214708093422525,21.613333879737038
panel,19,18,0.0018,7.266001387810076,21.76699485715073
core,19,17,0.0017,7.3200686090803515,21.92896577685148
sometimes,19,17,0.0017,7.3200686090803515,21.92896577685148
compresses,19,19,0.0019,7.214708093422525,21.613333879737038
interthalamic,19,17,0.0017,7.3200686090803515,21.92896577685148
perilesional,19,16,0.0016,7.3772270229203,22.10019708189697
cardiologist,19,19,0.0019,7.214708093422525,21.613333879737038
sections,19,16,0.0016,7.3772270229203,22.10019708189697
erosive,19,17,0.0017,7.3200686090803515,21.92896577685148
components,19,17,0.0017,7.3200686090803515,21.92896577685148
lag,19,19,0.0019,7.214708093422525,21.613333879737038
unclear,19,19,0.0019,7.214708093422525,21.613333879737038
thank-you,19,19,0.0019,7.214708093422525,21.613333879737038
bleeding,19,16,0.0016,7.3772270229203,22.10019708189697
id,19,18,0.0018,7.266001387810076,21.76699485715073
apposition,19,18,0.0018,7.266001387810076,21.76699485715073
cardiopulmonary,19,18,0.0018,7.266001387810076,21.76699485715073
compartment,19,15,0.0015,7.437851644736734,22.281812218044468
destructive,19,19,0.0019,7.214708093422525,21.613333879737038
accentuated,19,18,0.0018,7.266001387810076,21.76699485715073
undetermined,19,16,0.0016,7.3772270229203,22.10019708189697
shorter,19,14,0.0014,7.502390165874306,22.475152348703737
mediated,19,17,0.0017,7.3200686090803515,21.92896577685148
closure,19,17,0.0017,7.3200686090803515,21.92896577685148
skeleton,19,17,0.0017,7.3200686090803515,21.92896577685148
bulb,19,16,0.0016,7.3772270229203,22.10019708189697
fibrous,19,19,0.0019,7.214708093422525,21.613333879737038
hematogenous,19,19,0.0019,7.214708093422525,21.613333879737038
dissecting,19,19,0.0019,7.214708093422525,21.613333879737038
detailed,19,18,0.0018,7.266001387810076,21.76699485715073
pads,19,14,0.0014,7.502390165874306,22.475152348703737
tipping,19,19,0.0019,7.214708093422525,21.613333879737038
post-operative,19,18,0.0018,7.266001387810076,21.76699485715073
degrees,19,17,0.0017,7.3200686090803515,21.92896577685148
hour,19,17,0.0017,7.3200686090803515,21.92896577685148
ischial,19,13,0.0013,7.571383037361257,22.681836520462358
ultrasound-guidance,19,19,0.0019,7.214708093422525,21.613333879737038
steroids,19,14,0.0014,7.502390165874306,22.475152348703737
water,19,15,0.0015,7.437851644736734,22.281812218044468
wounds,19,18,0.0018,7.266001387810076,21.76699485715073
repeated,19,19,0.0019,7.214708093422525,21.613333879737038
paranasal,19,18,0.0018,7.266001387810076,21.76699485715073
delineation,19,15,0.0015,7.437851644736734,22.281812218044468
disorders,19,18,0.0018,7.266001387810076,21.76699485715073
disturbances,19,19,0.0019,7.214708093422525,21.613333879737038
protocols,19,19,0.0019,7.214708093422525,21.613333879737038
bronchogram,19,17,0.0017,7.3200686090803515,21.92896577685148
hemothorax,19,18,0.0018,7.266001387810076,21.76699485715073
osteoma,19,19,0.0019,7.214708093422525,21.613333879737038
particular,19,19,0.0019,7.214708093422525,21.613333879737038
reactivity,18,18,0.0018,7.266001387810076,21.394297708945437
enzymes,18,17,0.0017,7.3200686090803515,21.553495342748853
curved,18,18,0.0018,7.266001387810076,21.394297708945437
hydroureter,18,15,0.0015,7.437851644736734,21.90030030402006
verbally,18,18,0.0018,7.266001387810076,21.394297708945437
dentition,18,16,0.0016,7.3772270229203,21.721794804446525
bordering,18,16,0.0016,7.3772270229203,21.721794804446525
gap,18,13,0.0013,7.571383037361257,22.293475341406083
fetus,18,13,0.0013,7.571383037361257,22.293475341406083
compacted,18,11,0.0011,7.725533717188516,22.74736261175447
discomfort,18,18,0.0018,7.266001387810076,21.394297708945437
humeri,18,14,0.0014,7.502390165874306,22.090330041315283
mid-cranial,18,16,0.0016,7.3772270229203,21.721794804446525
peri-diverticular,18,10,0.001,7.812545094178145,23.00356230179368
contributes,18,17,0.0017,7.3200686090803515,21.553495342748853
readily,18,17,0.0017,7.3200686090803515,21.553495342748853
voids,18,17,0.0017,7.3200686090803515,21.553495342748853
epithelium,18,18,0.0018,7.266001387810076,21.394297708945437
peak,18,16,0.0016,7.3772270229203,21.721794804446525
incorrectly,18,18,0.0018,7.266001387810076,21.394297708945437
october,18,16,0.0016,7.3772270229203,21.721794804446525
dixon,18,18,0.0018,7.266001387810076,21.394297708945437
created,18,18,0.0018,7.266001387810076,21.394297708945437
marrow,18,11,0.0011,7.725533717188516,22.74736261175447
vibe,18,16,0.0016,7.3772270229203,21.721794804446525
antigen,18,18,0.0018,7.266001387810076,21.394297708945437
quantum,18,14,0.0014,7.502390165874306,22.090330041315283
transtentorial,18,11,0.0011,7.725533717188516,22.74736261175447
reportedly,18,18,0.0018,7.266001387810076,21.394297708945437
overestimated,18,15,0.0015,7.437851644736734,21.90030030402006
leptospirosis,18,18,0.0018,7.266001387810076,21.394297708945437
shock,18,18,0.0018,7.266001387810076,21.394297708945437
starting,18,13,0.0013,7.571383037361257,22.293475341406083
segmentally,18,18,0.0018,7.266001387810076,21.394297708945437
fast,18,18,0.0018,7.266001387810076,21.394297708945437
digastric,18,12,0.0012,7.645491009514979,22.51168174328248
diabetic,18,18,0.0018,7.266001387810076,21.394297708945437
cbd,18,11,0.0011,7.725533717188516,22.74736261175447
september,18,14,0.0014,7.502390165874306,22.090330041315283
incongruency,18,14,0.0014,7.502390165874306,22.090330041315283
radiocarpal,18,13,0.0013,7.571383037361257,22.293475341406083
velocity,18,16,0.0016,7.3772270229203,21.721794804446525
latter,18,18,0.0018,7.266001387810076,21.394297708945437
strands,18,18,0.0018,7.266001387810076,21.394297708945437
myelitis,18,17,0.0017,7.3200686090803515,21.553495342748853
dens,18,11,0.0011,7.725533717188516,22.74736261175447
hampering,18,18,0.0018,7.266001387810076,21.394297708945437
ossicles,18,15,0.0015,7.437851644736734,21.90030030402006
vasogenic,18,16,0.0016,7.3772270229203,21.721794804446525
iccj,18,14,0.0014,7.502390165874306,22.090330041315283
broncholithiasis,18,18,0.0018,7.266001387810076,21.394297708945437
comparing,18,16,0.0016,7.3772270229203,21.721794804446525
urethritis,18,17,0.0017,7.3200686090803515,21.553495342748853
point,18,18,0.0018,7.266001387810076,21.394297708945437
mid-dorsal,18,17,0.0017,7.3200686090803515,21.553495342748853
sampled,18,18,0.0018,7.266001387810076,21.394297708945437
involved,17,16,0.0016,7.3772270229203,21.322928638637237
meningitis,17,16,0.0016,7.3772270229203,21.322928638637237
mellitus,17,15,0.0015,7.437851644736734,21.498156333368595
hands,17,14,0.0014,7.502390165874306,21.684696652161016
seated,17,17,0.0017,7.3200686090803515,21.157719573548107
maybe,17,13,0.0013,7.571383037361257,21.884111699403057
meningioma,17,15,0.0015,7.437851644736734,21.498156333368595
highlighted,17,17,0.0017,7.3200686090803515,21.157719573548107
pre-operative,17,13,0.0013,7.571383037361257,21.884111699403057
temporalis,17,10,0.001,7.812545094178145,22.58115969750274
wedged,17,16,0.0016,7.3772270229203,21.322928638637237
reevaluate,17,17,0.0017,7.3200686090803515,21.157719573548107
masseter,17,11,0.0011,7.725533717188516,22.32966447083626
retroperitoneum,17,16,0.0016,7.3772270229203,21.322928638637237
limiting,17,16,0.0016,7.3772270229203,21.322928638637237
medication,17,17,0.0017,7.3200686090803515,21.157719573548107
triceps,17,11,0.0011,7.725533717188516,22.32966447083626
unapparent,17,17,0.0017,7.3200686090803515,21.157719573548107
nonshadowing,17,17,0.0017,7.3200686090803515,21.157719573548107
leiomyoma,17,17,0.0017,7.3200686090803515,21.157719573548107
thalamus,17,13,0.0013,7.571383037361257,21.884111699403057
kennel,17,17,0.0017,7.3200686090803515,21.157719573548107
done,17,17,0.0017,7.3200686090803515,21.157719573548107
atherosclerosis,17,17,0.0017,7.3200686090803515,21.157719573548107
cardiosternal,17,17,0.0017,7.3200686090803515,21.157719573548107
intermittently,17,17,0.0017,7.3200686090803515,21.157719573548107
overestimate,17,15,0.0015,7.437851644736734,21.498156333368595
layered,17,15,0.0015,7.437851644736734,21.498156333368595
blurring,17,14,0.0014,7.502390165874306,21.684696652161016
under-conditioned,17,17,0.0017,7.3200686090803515,21.157719573548107
opacified,17,17,0.0017,7.3200686090803515,21.157719573548107
hepatosplenomegaly,17,15,0.0015,7.437851644736734,21.498156333368595
caudocranial,17,14,0.0014,7.502390165874306,21.684696652161016
copious,17,17,0.0017,7.3200686090803515,21.157719573548107
event,17,16,0.0016,7.3772270229203,21.322928638637237
atriomegaly,17,16,0.0016,7.3772270229203,21.322928638637237
undifferentiated,17,17,0.0017,7.3200686090803515,21.157719573548107
peri-bronchial,17,11,0.0011,7.725533717188516,22.32966447083626
meningomyelitis,17,17,0.0017,7.3200686090803515,21.157719573548107
pons,17,14,0.0014,7.502390165874306,21.684696652161016
meninges,17,14,0.0014,7.502390165874306,21.684696652161016
ovarian,17,16,0.0016,7.3772270229203,21.322928638637237
masticated,17,17,0.0017,7.3200686090803515,21.157719573548107
scoliosis,17,15,0.0015,7.437851644736734,21.498156333368595
patellae,17,16,0.0016,7.3772270229203,21.322928638637237
presentation,17,17,0.0017,7.3200686090803515,21.157719573548107
hole,17,17,0.0017,7.3200686090803515,21.157719573548107
expanded,17,17,0.0017,7.3200686090803515,21.157719573548107
hyperinflated,17,17,0.0017,7.3200686090803515,21.157719573548107
cholelith,17,14,0.0014,7.502390165874306,21.684696652161016
shunting,17,15,0.0015,7.437851644736734,21.498156333368595
avascular,17,16,0.0016,7.3772270229203,21.322928638637237
higher,17,14,0.0014,7.502390165874306,21.684696652161016
worsening,17,17,0.0017,7.3200686090803515,21.157719573548107
stamped,17,13,0.0013,7.571383037361257,21.884111699403057
air-filled,17,16,0.0016,7.3772270229203,21.322928638637237
inclusion,17,15,0.0015,7.437851644736734,21.498156333368595
palpation,17,17,0.0017,7.3200686090803515,21.157719573548107
he,17,17,0.0017,7.3200686090803515,21.157719573548107
pins,17,10,0.001,7.812545094178145,22.58115969750274
ao,17,15,0.0015,7.437851644736734,21.498156333368595
wings,17,17,0.0017,7.3200686090803515,21.157719573548107
piriform,17,8,0.0008,8.013215789640297,23.16117260830393
projectile,17,12,0.0012,7.645491009514979,22.09831128915113
depression,17,14,0.0014,7.502390165874306,21.684696652161016
mottle,17,15,0.0015,7.437851644736734,21.498156333368595
times,17,17,0.0017,7.3200686090803515,21.157719573548107
neurological,17,17,0.0017,7.3200686090803515,21.157719573548107
oncologist,17,17,0.0017,7.3200686090803515,21.157719573548107
anchored,17,16,0.0016,7.3772270229203,21.322928638637237
fundic,17,14,0.0014,7.502390165874306,21.684696652161016
pleura,17,15,0.0015,7.437851644736734,21.498156333368595
ards,17,16,0.0016,7.3772270229203,21.322928638637237
annulus,16,14,0.0014,7.502390165874306,21.255871930271216
pale,16,16,0.0016,7.3772270229203,20.901258043469905
ll,16,14,0.0014,7.502390165874306,21.255871930271216
dysmotility,16,16,0.0016,7.3772270229203,20.901258043469905
ventriculus,16,11,0.0011,7.725533717188516,21.888085217494726
medications,16,11,0.0011,7.725533717188516,21.888085217494726
abscesses,16,13,0.0013,7.571383037361257,21.451343454412797
sensitivity,16,16,0.0016,7.3772270229203,20.901258043469905
toy,16,16,0.0016,7.3772270229203,20.901258043469905
spiral,16,10,0.001,7.812545094178145,22.13460701186645
whole-body,16,16,0.0016,7.3772270229203,20.901258043469905
chiari-like,16,15,0.0015,7.437851644736734,21.073020530978592
two-view,16,15,0.0015,7.437851644736734,21.073020530978592
chains,16,12,0.0012,7.645491009514979,21.66130715001967
look,16,15,0.0015,7.437851644736734,21.073020530978592
respond,16,16,0.0016,7.3772270229203,20.901258043469905
gastroenteropathy,16,16,0.0016,7.3772270229203,20.901258043469905
intraparenchymal,16,13,0.0013,7.571383037361257,21.451343454412797
alimentary,16,16,0.0016,7.3772270229203,20.901258043469905
branch,16,12,0.0012,7.645491009514979,21.66130715001967
edentulism,16,16,0.0016,7.3772270229203,20.901258043469905
necrotizing,16,16,0.0016,7.3772270229203,20.901258043469905
chemodectoma,16,16,0.0016,7.3772270229203,20.901258043469905
tuber,16,12,0.0012,7.645491009514979,21.66130715001967
accurate,16,13,0.0013,7.571383037361257,21.451343454412797
interpreted,16,16,0.0016,7.3772270229203,20.901258043469905
regionally,16,16,0.0016,7.3772270229203,20.901258043469905
attempt,16,16,0.0016,7.3772270229203,20.901258043469905
aka,16,15,0.0015,7.437851644736734,21.073020530978592
exams,16,15,0.0015,7.437851644736734,21.073020530978592
electrolyte,16,16,0.0016,7.3772270229203,20.901258043469905
reflection,16,15,0.0015,7.437851644736734,21.073020530978592
fixation,16,12,0.0012,7.645491009514979,21.66130715001967
globoid,16,13,0.0013,7.571383037361257,21.451343454412797
hypointensity,16,14,0.0014,7.502390165874306,21.255871930271216
various,16,16,0.0016,7.3772270229203,20.901258043469905
physiologic,16,16,0.0016,7.3772270229203,20.901258043469905
scalloped,16,14,0.0014,7.502390165874306,21.255871930271216
ethmoid,16,12,0.0012,7.645491009514979,21.66130715001967
fetuses,16,7,0.0007,8.130998825296679,23.03685437233597
premolars,16,10,0.001,7.812545094178145,22.13460701186645
clock,16,8,0.0008,8.013215789640297,22.703149904010857
hips,16,16,0.0016,7.3772270229203,20.901258043469905
overcrowding,16,16,0.0016,7.3772270229203,20.901258043469905
extractions,16,16,0.0016,7.3772270229203,20.901258043469905
toward,16,13,0.0013,7.571383037361257,21.451343454412797
corresponds,16,16,0.0016,7.3772270229203,20.901258043469905
hl,16,12,0.0012,7.645491009514979,21.66130715001967
raise,16,16,0.0016,7.3772270229203,20.901258043469905
osteoproductive,16,14,0.0014,7.502390165874306,21.255871930271216
echopattern,16,10,0.001,7.812545094178145,22.13460701186645
uploaded,16,15,0.0015,7.437851644736734,21.073020530978592
consult,16,16,0.0016,7.3772270229203,20.901258043469905
steps,16,16,0.0016,7.3772270229203,20.901258043469905
transmural,16,14,0.0014,7.502390165874306,21.255871930271216
name,16,16,0.0016,7.3772270229203,20.901258043469905
values,16,15,0.0015,7.437851644736734,21.073020530978592
recommendations,16,16,0.0016,7.3772270229203,20.901258043469905
allow,16,16,0.0016,7.3772270229203,20.901258043469905
cartilages,16,16,0.0016,7.3772270229203,20.901258043469905
gastroscopy,16,13,0.0013,7.571383037361257,21.451343454412797
contacts,16,11,0.0011,7.725533717188516,21.888085217494726
osteochondrosis,16,15,0.0015,7.437851644736734,21.073020530978592
undigested,16,16,0.0016,7.3772270229203,20.901258043469905
differentiate,16,15,0.0015,7.437851644736734,21.073020530978592
endon,16,16,0.0016,7.3772270229203,20.901258043469905
ischemic,16,16,0.0016,7.3772270229203,20.901258043469905
centers,16,16,0.0016,7.3772270229203,20.901258043469905
coupled,16,13,0.0013,7.571383037361257,21.451343454412797
mid-caudal,16,16,0.0016,7.3772270229203,20.901258043469905
stripe,16,16,0.0016,7.3772270229203,20.901258043469905
medullaris,16,11,0.0011,7.725533717188516,21.888085217494726
conus,16,11,0.0011,7.725533717188516,21.888085217494726
activity,16,16,0.0016,7.3772270229203,20.901258043469905
gdv,16,14,0.0014,7.502390165874306,21.255871930271216
definitely,15,14,0.0014,7.502390165874306,20.801042363745744
vault,15,14,0.0014,7.502390165874306,20.801042363745744
margined,15,13,0.0013,7.571383037361257,20.992331221145403
femoris,15,9,0.0009,7.90785527398247,21.925230349748173
discontinuities,15,15,0.0015,7.437851644736734,20.622103587889676
malpositioned,15,15,0.0015,7.437851644736734,20.622103587889676
plausible,15,14,0.0014,7.502390165874306,20.801042363745744
replaced,15,14,0.0014,7.502390165874306,20.801042363745744
sacralization,15,10,0.001,7.812545094178145,21.660974420108055
behind,15,15,0.0015,7.437851644736734,20.622103587889676
drawer,15,14,0.0014,7.502390165874306,20.801042363745744
tibiae,15,12,0.0012,7.645491009514979,21.19780214896687
per,15,15,0.0015,7.437851644736734,20.622103587889676
disruption,15,14,0.0014,7.502390165874306,20.801042363745744
separation,15,15,0.0015,7.437851644736734,20.622103587889676
structurally,15,15,0.0015,7.437851644736734,20.622103587889676
cerebrum,15,12,0.0012,7.645491009514979,21.19780214896687
gadolinium,15,15,0.0015,7.437851644736734,20.622103587889676
balls,15,13,0.0013,7.571383037361257,20.992331221145403
subsequently,15,15,0.0015,7.437851644736734,20.622103587889676
auscultation,15,15,0.0015,7.437851644736734,20.622103587889676
against,15,15,0.0015,7.437851644736734,20.622103587889676
tributaries,15,13,0.0013,7.571383037361257,20.992331221145403
denoting,15,15,0.0015,7.437851644736734,20.622103587889676
basihyoid,15,6,0.0006,8.264530217921202,22.914143276818205
hyper,15,15,0.0015,7.437851644736734,20.622103587889676
lipiduria,15,15,0.0015,7.437851644736734,20.622103587889676
discreet,15,14,0.0014,7.502390165874306,20.801042363745744
cytologic,15,15,0.0015,7.437851644736734,20.622103587889676
taper,15,15,0.0015,7.437851644736734,20.622103587889676
valentine,15,15,0.0015,7.437851644736734,20.622103587889676
expectations,15,15,0.0015,7.437851644736734,20.622103587889676
goals,15,15,0.0015,7.437851644736734,20.622103587889676
occlusion,15,14,0.0014,7.502390165874306,20.801042363745744
destruction,15,14,0.0014,7.502390165874306,20.801042363745744
subscapularis,15,9,0.0009,7.90785527398247,21.925230349748173
craniodistal,15,11,0.0011,7.725533717188516,21.419727657560056
crescent,15,14,0.0014,7.502390165874306,20.801042363745744
epiglottis,15,11,0.0011,7.725533717188516,21.419727657560056
desmopathy,15,13,0.0013,7.571383037361257,20.992331221145403
contiguous,15,15,0.0015,7.437851644736734,20.622103587889676
branches,15,9,0.0009,7.90785527398247,21.925230349748173
notable,15,15,0.0015,7.437851644736734,20.622103587889676
fs,15,13,0.0013,7.571383037361257,20.992331221145403
aforementioned,15,15,0.0015,7.437851644736734,20.622103587889676
halo,15,14,0.0014,7.502390165874306,20.801042363745744
equally,15,15,0.0015,7.437851644736734,20.622103587889676
pending,15,14,0.0014,7.502390165874306,20.801042363745744
them,15,14,0.0014,7.502390165874306,20.801042363745744
overload,15,14,0.0014,7.502390165874306,20.801042363745744
metatarsals,15,10,0.001,7.812545094178145,21.660974420108055
according,15,15,0.0015,7.437851644736734,20.622103587889676
mouth,15,12,0.0012,7.645491009514979,21.19780214896687
non-septic,15,15,0.0015,7.437851644736734,20.622103587889676
capital,15,12,0.0012,7.645491009514979,21.19780214896687
varies,15,15,0.0015,7.437851644736734,20.622103587889676
resembling,15,15,0.0015,7.437851644736734,20.622103587889676
trichobezoar,15,15,0.0015,7.437851644736734,20.622103587889676
aggregated,15,13,0.0013,7.571383037361257,20.992331221145403
polyuria,15,15,0.0015,7.437851644736734,20.622103587889676
abaxially,15,15,0.0015,7.437851644736734,20.622103587889676
stellate,15,14,0.0014,7.502390165874306,20.801042363745744
patency,15,15,0.0015,7.437851644736734,20.622103587889676
re-evaluation,15,15,0.0015,7.437851644736734,20.622103587889676
secured,15,15,0.0015,7.437851644736734,20.622103587889676
trabeculation,15,11,0.0011,7.725533717188516,21.419727657560056
vascularization,15,14,0.0014,7.502390165874306,20.801042363745744
straining,15,15,0.0015,7.437851644736734,20.622103587889676
input,15,10,0.001,7.812545094178145,21.660974420108055
malignancies,15,15,0.0015,7.437851644736734,20.622103587889676
post-operatively,15,15,0.0015,7.437851644736734,20.622103587889676
normal-sized,15,15,0.0015,7.437851644736734,20.622103587889676
enzymopathy,15,15,0.0015,7.437851644736734,20.622103587889676
global,15,14,0.0014,7.502390165874306,20.801042363745744
life,15,15,0.0015,7.437851644736734,20.622103587889676
intubated,15,14,0.0014,7.502390165874306,20.801042363745744
interdigitate,15,15,0.0015,7.437851644736734,20.622103587889676
samples,15,14,0.0014,7.502390165874306,20.801042363745744
underexposure,14,12,0.0012,7.645491009514979,20.704373465842178
brachiocephalic,14,11,0.0011,7.725533717188516,20.921133136454266
la,14,12,0.0012,7.645491009514979,20.704373465842178
encircles,14,13,0.0013,7.571383037361257,20.503685356948015
immature,14,12,0.0012,7.645491009514979,20.704373465842178
hypoattenuation,14,13,0.0013,7.571383037361257,20.503685356948015
neuter,14,14,0.0014,7.502390165874306,20.316849197443158
